index,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Year_range
26169,Switzerland,Wheat,2013,53834,1537,2098.5,7.94,new
26170,Tajikistan,Maize,1992,29613,691,2280,7.9,old
26171,Tajikistan,Potatoes,1992,128769,691,2280,7.9,old
26172,Tajikistan,"Rice, paddy",1992,20184,691,2280,7.9,old
26173,Tajikistan,Sorghum,1992,11720,691,2280,7.9,old
26174,Tajikistan,Soybeans,1992,50,691,2280,7.9,old
26175,Tajikistan,Wheat,1992,9073,691,2280,7.9,old
26176,Tajikistan,Maize,1993,30455,691,2280,7.29,old
26177,Tajikistan,Potatoes,1993,120492,691,2280,7.29,old
26178,Tajikistan,"Rice, paddy",1993,18306,691,2280,7.29,old
26179,Tajikistan,Sorghum,1993,13716,691,2280,7.29,old
26180,Tajikistan,Soybeans,1993,80,691,2280,7.29,old
26181,Tajikistan,Wheat,1993,8513,691,2280,7.29,old
26182,Tajikistan,Maize,1994,18000,691,714,8.01,old
26183,Tajikistan,Potatoes,1994,111667,691,714,8.01,old
26184,Tajikistan,"Rice, paddy",1994,15385,691,714,8.01,old
26185,Tajikistan,Sorghum,1994,14087,691,714,8.01,old
26186,Tajikistan,Soybeans,1994,111,691,714,8.01,old
26187,Tajikistan,Wheat,1994,8409,691,714,8.01,old
26188,Tajikistan,Maize,1995,19372,691,54,8.49,old
26189,Tajikistan,Potatoes,1995,39530,691,54,8.49,old
26190,Tajikistan,"Rice, paddy",1995,18000,691,54,8.49,old
26191,Tajikistan,Sorghum,1995,19182,691,54,8.49,old
26192,Tajikistan,Soybeans,1995,117,691,54,8.49,old
26193,Tajikistan,Wheat,1995,8882,691,54,8.49,old
26194,Tajikistan,Maize,1996,37520,691,826,7.55,old
26195,Tajikistan,Potatoes,1996,107700,691,826,7.55,old
26196,Tajikistan,"Rice, paddy",1996,17268,691,826,7.55,old
26197,Tajikistan,Sorghum,1996,7338,691,826,7.55,old
26198,Tajikistan,Soybeans,1996,227,691,826,7.55,old
26199,Tajikistan,Wheat,1996,8566,691,826,7.55,old
26200,Tajikistan,Maize,1997,27501,691,751.31,8.69,old
26201,Tajikistan,Potatoes,1997,100289,691,751.31,8.69,old
26202,Tajikistan,"Rice, paddy",1997,27093,691,751.31,8.69,old
26203,Tajikistan,Sorghum,1997,8883,691,751.31,8.69,old
26204,Tajikistan,Soybeans,1997,200,691,751.31,8.69,old
26205,Tajikistan,Wheat,1997,12687,691,751.31,8.69,old
26206,Tajikistan,Maize,1998,29816,691,676.63,8.34,old
26207,Tajikistan,Potatoes,1998,104926,691,676.63,8.34,old
26208,Tajikistan,"Rice, paddy",1998,24566,691,676.63,8.34,old
26209,Tajikistan,Sorghum,1998,20704,691,676.63,8.34,old
26210,Tajikistan,Soybeans,1998,383,691,676.63,8.34,old
26211,Tajikistan,Wheat,1998,11448,691,676.63,8.34,old
26212,Tajikistan,Maize,1999,28100,691,601.94,8.74,old
26213,Tajikistan,Potatoes,1999,117128,691,601.94,8.74,old
26214,Tajikistan,"Rice, paddy",1999,24908,691,601.94,8.74,old
26215,Tajikistan,Sorghum,1999,11327,691,601.94,8.74,old
26216,Tajikistan,Soybeans,1999,260,691,601.94,8.74,old
26217,Tajikistan,Wheat,1999,11486,691,601.94,8.74,old
26218,Tajikistan,Maize,2000,27011,691,527.25,8.78,old
26219,Tajikistan,Potatoes,2000,119046,691,527.25,8.78,old
26220,Tajikistan,"Rice, paddy",2000,37900,691,527.25,8.78,old
26221,Tajikistan,Sorghum,2000,14588,691,527.25,8.78,old
26222,Tajikistan,Soybeans,2000,525,691,527.25,8.78,old
26223,Tajikistan,Wheat,2000,11839,691,527.25,8.78,old
26224,Tajikistan,Maize,2001,29515,691,452.56,9.16,medium
26225,Tajikistan,Potatoes,2001,132600,691,452.56,9.16,medium
26226,Tajikistan,"Rice, paddy",2001,26100,691,452.56,9.16,medium
26227,Tajikistan,Sorghum,2001,13444,691,452.56,9.16,medium
26228,Tajikistan,Soybeans,2001,540,691,452.56,9.16,medium
26229,Tajikistan,Wheat,2001,13098,691,452.56,9.16,medium
26230,Tajikistan,Maize,2002,35117,691,377.88,8.63,medium
26231,Tajikistan,Potatoes,2002,158022,691,377.88,8.63,medium
26232,Tajikistan,"Rice, paddy",2002,28523,691,377.88,8.63,medium
26233,Tajikistan,Sorghum,2002,12353,691,377.88,8.63,medium
26234,Tajikistan,Soybeans,2002,230,691,377.88,8.63,medium
26235,Tajikistan,Wheat,2002,17898,691,377.88,8.63,medium
26236,Tajikistan,Maize,2004,46811,691,228.5,9.24,medium
26237,Tajikistan,Potatoes,2004,183006,691,228.5,9.24,medium
26238,Tajikistan,"Rice, paddy",2004,36408,691,228.5,9.24,medium
26239,Tajikistan,Sorghum,2004,17786,691,228.5,9.24,medium
26240,Tajikistan,Soybeans,2004,100,691,228.5,9.24,medium
26241,Tajikistan,Wheat,2004,19897,691,228.5,9.24,medium
26242,Tajikistan,Maize,2005,40471,691,235.4,8.61,medium
26243,Tajikistan,Potatoes,2005,196227,691,235.4,8.61,medium
26244,Tajikistan,"Rice, paddy",2005,32844,691,235.4,8.61,medium
26245,Tajikistan,Sorghum,2005,12140,691,235.4,8.61,medium
26246,Tajikistan,Wheat,2005,19603,691,235.4,8.61,medium
26247,Tajikistan,Maize,2006,37740,691,241.9,8.97,medium
26248,Tajikistan,Potatoes,2006,198508,691,241.9,8.97,medium
26249,Tajikistan,"Rice, paddy",2006,31415,691,241.9,8.97,medium
26250,Tajikistan,Sorghum,2006,14240,691,241.9,8.97,medium
26251,Tajikistan,Soybeans,2006,500,691,241.9,8.97,medium
26252,Tajikistan,Wheat,2006,19967,691,241.9,8.97,medium
26253,Tajikistan,Maize,2007,40109,691,247.9,8.69,medium
26254,Tajikistan,Potatoes,2007,218368,691,247.9,8.69,medium
26255,Tajikistan,"Rice, paddy",2007,30707,691,247.9,8.69,medium
26256,Tajikistan,Sorghum,2007,16316,691,247.9,8.69,medium
26257,Tajikistan,Soybeans,2007,824,691,247.9,8.69,medium
26258,Tajikistan,Wheat,2007,23500,691,247.9,8.69,medium
26259,Tajikistan,Maize,2008,93985,691,253.5,8.29,medium
26260,Tajikistan,Potatoes,2008,39530,691,253.5,8.29,medium
26261,Tajikistan,"Rice, paddy",2008,52616,691,253.5,8.29,medium
26262,Tajikistan,Sorghum,2008,10687,691,253.5,8.29,medium
26263,Tajikistan,Soybeans,2008,112,691,253.5,8.29,medium
26264,Tajikistan,Wheat,2008,19866,691,253.5,8.29,medium
26265,Tajikistan,Maize,2009,98893,691,258.1,8.42,medium
26266,Tajikistan,Potatoes,2009,39530,691,258.1,8.42,medium
26267,Tajikistan,"Rice, paddy",2009,43558,691,258.1,8.42,medium
26268,Tajikistan,Sorghum,2009,8889,691,258.1,8.42,medium
26269,Tajikistan,Soybeans,2009,2459,691,258.1,8.42,medium
26270,Tajikistan,Wheat,2009,30343,691,258.1,8.42,medium
26271,Tajikistan,Maize,2010,120521,691,262.1,8.98,medium
26272,Tajikistan,Potatoes,2010,39530,691,262.1,8.98,medium
26273,Tajikistan,"Rice, paddy",2010,51740,691,262.1,8.98,medium
26274,Tajikistan,Sorghum,2010,17840,691,262.1,8.98,medium
26275,Tajikistan,Soybeans,2010,2156,691,262.1,8.98,medium
26276,Tajikistan,Wheat,2010,30159,691,262.1,8.98,medium
26277,Tajikistan,Maize,2011,121228,691,264.6,8.45,new
26278,Tajikistan,Potatoes,2011,39530,691,264.6,8.45,new
26279,Tajikistan,"Rice, paddy",2011,58186,691,264.6,8.45,new
26280,Tajikistan,Sorghum,2011,7981,691,264.6,8.45,new
26281,Tajikistan,Soybeans,2011,2688,691,264.6,8.45,new
26282,Tajikistan,Wheat,2011,23359,691,264.6,8.45,new
26283,Tajikistan,Maize,2012,125670,691,264.6,7.71,new
26284,Tajikistan,Potatoes,2012,39530,691,264.6,7.71,new
26285,Tajikistan,"Rice, paddy",2012,62517,691,264.6,7.71,new
26286,Tajikistan,Sorghum,2012,29444,691,264.6,7.71,new
26287,Tajikistan,Soybeans,2012,4000,691,264.6,7.71,new
26288,Tajikistan,Wheat,2012,26758,691,264.6,7.71,new
26289,Tajikistan,Maize,2013,124827,691,264.6,10.1,new
26290,Tajikistan,Potatoes,2013,39530,691,264.6,10.1,new
26291,Tajikistan,"Rice, paddy",2013,66592,691,264.6,10.1,new
26292,Tajikistan,Sorghum,2013,34000,691,264.6,10.1,new
26293,Tajikistan,Soybeans,2013,3273,691,264.6,10.1,new
26294,Tajikistan,Wheat,2013,29735,691,264.6,10.1,new
26295,Thailand,Cassava,1990,139159,1622,18849,27.96,old
26296,Thailand,Maize,1990,24090,1622,18849,27.96,old
26297,Thailand,Potatoes,1990,90000,1622,18849,27.96,old
26298,Thailand,"Rice, paddy",1990,19556,1622,18849,27.96,old
26299,Thailand,Sorghum,1990,12590,1622,18849,27.96,old
26300,Thailand,Soybeans,1990,12998,1622,18849,27.96,old
26301,Thailand,Wheat,1990,6107,1622,18849,27.96,old
26302,Thailand,Cassava,1991,137453,1622,18849,27.85,old
26303,Thailand,Maize,1991,27117,1622,18849,27.85,old
26304,Thailand,Potatoes,1991,83333,1622,18849,27.85,old
26305,Thailand,"Rice, paddy",1991,22534,1622,18849,27.85,old
26306,Thailand,Sorghum,1991,12991,1622,18849,27.85,old
26307,Thailand,Soybeans,1991,13686,1622,18849,27.85,old
26308,Thailand,Wheat,1991,4861,1622,18849,27.85,old
26309,Thailand,Cassava,1992,140332,1622,18849,27.55,old
26310,Thailand,Maize,1992,29709,1622,18849,27.55,old
26311,Thailand,Potatoes,1992,128571,1622,18849,27.55,old
26312,Thailand,"Rice, paddy",1992,21745,1622,18849,27.55,old
26313,Thailand,Sorghum,1992,14440,1622,18849,27.55,old
26314,Thailand,Soybeans,1992,13990,1622,18849,27.55,old
26315,Thailand,Wheat,1992,6753,1622,18849,27.55,old
26316,Thailand,Cassava,1993,140491,1622,18849,27.58,old
26317,Thailand,Maize,1993,27333,1622,18849,27.58,old
26318,Thailand,Potatoes,1993,125000,1622,18849,27.58,old
26319,Thailand,"Rice, paddy",1993,20497,1622,18849,27.58,old
26320,Thailand,Sorghum,1993,14272,1622,18849,27.58,old
26321,Thailand,Soybeans,1993,13508,1622,18849,27.58,old
26322,Thailand,Wheat,1993,6167,1622,18849,27.58,old
26323,Thailand,Cassava,1994,138073,1622,20448,27.76,old
26324,Thailand,Maize,1994,29344,1622,20448,27.76,old
26325,Thailand,Potatoes,1994,133333,1622,20448,27.76,old
26326,Thailand,"Rice, paddy",1994,23521,1622,20448,27.76,old
26327,Thailand,Sorghum,1994,13644,1622,20448,27.76,old
26328,Thailand,Soybeans,1994,13344,1622,20448,27.76,old
26329,Thailand,Wheat,1994,7000,1622,20448,27.76,old
26330,Thailand,Cassava,1995,130244,1622,24062,27.68,old
26331,Thailand,Maize,1995,32884,1622,24062,27.68,old
26332,Thailand,Potatoes,1995,140000,1622,24062,27.68,old
26333,Thailand,"Rice, paddy",1995,24158,1622,24062,27.68,old
26334,Thailand,Sorghum,1995,15032,1622,24062,27.68,old
26335,Thailand,Soybeans,1995,14017,1622,24062,27.68,old
26336,Thailand,Wheat,1995,6820,1622,24062,27.68,old
26337,Thailand,Cassava,1996,141581,1622,21901,27.37,old
26338,Thailand,Maize,1996,34478,1622,21901,27.37,old
26339,Thailand,Potatoes,1996,171249,1622,21901,27.37,old
26340,Thailand,"Rice, paddy",1996,24098,1622,21901,27.37,old
26341,Thailand,Sorghum,1996,16727,1622,21901,27.37,old
26342,Thailand,Soybeans,1996,14053,1622,21901,27.37,old
26343,Thailand,Wheat,1996,6455,1622,21901,27.37,old
26344,Thailand,Cassava,1997,146976,1622,23960,28.01,old
26345,Thailand,Maize,1997,31982,1622,23960,28.01,old
26346,Thailand,Potatoes,1997,166699,1622,23960,28.01,old
26347,Thailand,"Rice, paddy",1997,23788,1622,23960,28.01,old
26348,Thailand,Sorghum,1997,14983,1622,23960,28.01,old
26349,Thailand,Soybeans,1997,14315,1622,23960,28.01,old
26350,Thailand,Wheat,1997,6903,1622,23960,28.01,old
26351,Thailand,Cassava,1998,149280,1622,19212,28.44,old
26352,Thailand,Maize,1998,33448,1622,19212,28.44,old
26353,Thailand,Potatoes,1998,123473,1622,19212,28.44,old
26354,Thailand,"Rice, paddy",1998,24180,1622,19212,28.44,old
26355,Thailand,Sorghum,1998,13948,1622,19212,28.44,old
26356,Thailand,Soybeans,1998,14652,1622,19212,28.44,old
26357,Thailand,Wheat,1998,6951,1622,19212,28.44,old
26358,Thailand,Cassava,1999,154929,1622,22761,27.34,old
26359,Thailand,Maize,1999,35526,1622,22761,27.34,old
26360,Thailand,Potatoes,1999,130776,1622,22761,27.34,old
26361,Thailand,"Rice, paddy",1999,24244,1622,22761,27.34,old
26362,Thailand,Sorghum,1999,16352,1622,22761,27.34,old
26363,Thailand,Soybeans,1999,14201,1622,22761,27.34,old
26364,Thailand,Wheat,1999,6995,1622,22761,27.34,old
26365,Thailand,Cassava,2000,168570,1622,20334,27.52,old
26366,Thailand,Maize,2000,36715,1622,20334,27.52,old
26367,Thailand,Potatoes,2000,130776,1622,20334,27.52,old
26368,Thailand,"Rice, paddy",2000,26128,1622,20334,27.52,old
26369,Thailand,Sorghum,2000,17302,1622,20334,27.52,old
26370,Thailand,Soybeans,2000,14531,1622,20334,27.52,old
26371,Thailand,Wheat,2000,7039,1622,20334,27.52,old
26372,Thailand,Cassava,2001,175324,1622,30629.67,27.81,medium
26373,Thailand,Maize,2001,37329,1622,30629.67,27.81,medium
26374,Thailand,Potatoes,2001,120904,1622,30629.67,27.81,medium
26375,Thailand,"Rice, paddy",2001,28739,1622,30629.67,27.81,medium
26376,Thailand,Sorghum,2001,17356,1622,30629.67,27.81,medium
26377,Thailand,Soybeans,2001,14775,1622,30629.67,27.81,medium
26378,Thailand,Wheat,2001,7087,1622,30629.67,27.81,medium
26379,Thailand,Cassava,2002,170694,1622,40925.33,27.98,medium
26380,Thailand,Maize,2002,37145,1622,40925.33,27.98,medium
26381,Thailand,Potatoes,2002,120717,1622,40925.33,27.98,medium
26382,Thailand,"Rice, paddy",2002,29338,1622,40925.33,27.98,medium
26383,Thailand,Sorghum,2002,18430,1622,40925.33,27.98,medium
26384,Thailand,Soybeans,2002,14863,1622,40925.33,27.98,medium
26385,Thailand,Wheat,2002,7148,1622,40925.33,27.98,medium
26386,Thailand,Cassava,2004,202778,1622,88548,27.8,medium
26387,Thailand,Maize,2004,38587,1622,88548,27.8,medium
26388,Thailand,Potatoes,2004,143224,1622,88548,27.8,medium
26389,Thailand,"Rice, paddy",2004,28895,1622,88548,27.8,medium
26390,Thailand,Sorghum,2004,16770,1622,88548,27.8,medium
26391,Thailand,Soybeans,2004,14905,1622,88548,27.8,medium
26392,Thailand,Wheat,2004,7642,1622,88548,27.8,medium
26393,Thailand,Cassava,2005,171804,1622,43831,27.92,medium
26394,Thailand,Maize,2005,38161,1622,43831,27.92,medium
26395,Thailand,Potatoes,2005,151076,1622,43831,27.92,medium
26396,Thailand,"Rice, paddy",2005,29974,1622,43831,27.92,medium
26397,Thailand,Sorghum,2005,18904,1622,43831,27.92,medium
26398,Thailand,Soybeans,2005,15838,1622,43831,27.92,medium
26399,Thailand,Wheat,2005,7816,1622,43831,27.92,medium
26400,Thailand,Cassava,2006,210910,1622,41220,27.92,medium
26401,Thailand,Maize,2006,39356,1622,41220,27.92,medium
26402,Thailand,Potatoes,2006,152815,1622,41220,27.92,medium
26403,Thailand,"Rice, paddy",2006,29503,1622,41220,27.92,medium
26404,Thailand,Sorghum,2006,16446,1622,41220,27.92,medium
26405,Thailand,Soybeans,2006,15787,1622,41220,27.92,medium
26406,Thailand,Wheat,2006,7963,1622,41220,27.92,medium
26407,Thailand,Cassava,2007,229223,1622,66858,27.79,medium
26408,Thailand,Maize,2007,39295,1622,66858,27.79,medium
26409,Thailand,Potatoes,2007,157503,1622,66858,27.79,medium
26410,Thailand,"Rice, paddy",2007,30441,1622,66858,27.79,medium
26411,Thailand,Sorghum,2007,17545,1622,66858,27.79,medium
26412,Thailand,Soybeans,2007,16114,1622,66858,27.79,medium
26413,Thailand,Wheat,2007,8108,1622,66858,27.79,medium
26414,Thailand,Cassava,2008,212548,1622,65423,27.48,medium
26415,Thailand,Maize,2008,40748,1622,65423,27.48,medium
26416,Thailand,Potatoes,2008,150459,1622,65423,27.48,medium
26417,Thailand,"Rice, paddy",2008,29974,1622,65423,27.48,medium
26418,Thailand,Sorghum,2008,16776,1622,65423,27.48,medium
26419,Thailand,Soybeans,2008,16180,1622,65423,27.48,medium
26420,Thailand,Wheat,2008,8256,1622,65423,27.48,medium
26421,Thailand,Cassava,2009,226781,1622,67933,27.79,medium
26422,Thailand,Maize,2009,41780,1622,67933,27.79,medium
26423,Thailand,Potatoes,2009,165948,1622,67933,27.79,medium
26424,Thailand,"Rice, paddy",2009,29079,1622,67933,27.79,medium
26425,Thailand,Sorghum,2009,18930,1622,67933,27.79,medium
26426,Thailand,Soybeans,2009,16694,1622,67933,27.79,medium
26427,Thailand,Wheat,2009,8473,1622,67933,27.79,medium
26428,Thailand,Cassava,2010,185730,1622,68986,28.54,medium
26429,Thailand,Maize,2010,41799,1622,68986,28.54,medium
26430,Thailand,Potatoes,2010,142016,1622,68986,28.54,medium
26431,Thailand,"Rice, paddy",2010,29921,1622,68986,28.54,medium
26432,Thailand,Sorghum,2010,19175,1622,68986,28.54,medium
26433,Thailand,Soybeans,2010,17695,1622,68986,28.54,medium
26434,Thailand,Wheat,2010,8756,1622,68986,28.54,medium
26435,Thailand,Cassava,2011,192995,1622,87191,27.56,new
26436,Thailand,Maize,2011,43297,1622,87191,27.56,new
26437,Thailand,Potatoes,2011,146421,1622,87191,27.56,new
26438,Thailand,"Rice, paddy",2011,31867,1622,87191,27.56,new
26439,Thailand,Sorghum,2011,18436,1622,87191,27.56,new
26440,Thailand,Soybeans,2011,10841,1622,87191,27.56,new
26441,Thailand,Wheat,2011,9085,1622,87191,27.56,new
26442,Thailand,Cassava,2012,219133,1622,69921,28.48,new
26443,Thailand,Maize,2012,43225,1622,69921,28.48,new
26444,Thailand,Potatoes,2012,153378,1622,69921,28.48,new
26445,Thailand,"Rice, paddy",2012,31865,1622,69921,28.48,new
26446,Thailand,Sorghum,2012,18814,1622,69921,28.48,new
26447,Thailand,Soybeans,2012,12897,1622,69921,28.48,new
26448,Thailand,Wheat,2012,8696,1622,69921,28.48,new
26449,Thailand,Cassava,2013,218232,1622,8136,28.98,new
26450,Thailand,Maize,2013,42242,1622,8136,28.98,new
26451,Thailand,Potatoes,2013,150014,1622,8136,28.98,new
26452,Thailand,"Rice, paddy",2013,31463,1622,8136,28.98,new
26453,Thailand,Sorghum,2013,19061,1622,8136,28.98,new
26454,Thailand,Soybeans,2013,17308,1622,8136,28.98,new
26455,Thailand,Wheat,2013,12500,1622,8136,28.98,new
26456,Tunisia,Potatoes,1990,136478,207,909,19.34,old
26457,Tunisia,Sorghum,1990,4286,207,909,19.34,old
26458,Tunisia,Wheat,1990,12721,207,909,19.34,old
26459,Tunisia,Potatoes,1991,129412,207,909,18.41,old
26460,Tunisia,Sorghum,1991,3333,207,909,18.41,old
26461,Tunisia,Wheat,1991,17006,207,909,18.41,old
26462,Tunisia,Potatoes,1992,136250,207,909,18.54,old
26463,Tunisia,Sorghum,1992,3801,207,909,18.54,old
26464,Tunisia,Wheat,1992,17030,207,909,18.54,old
26465,Tunisia,Potatoes,1993,140141,207,909,18.9,old
26466,Tunisia,Sorghum,1993,3911,207,909,18.9,old
26467,Tunisia,Wheat,1993,13700,207,909,18.9,old
26468,Tunisia,Potatoes,1994,117318,207,909,19.93,old
26469,Tunisia,Sorghum,1994,4000,207,909,19.93,old
26470,Tunisia,Wheat,1994,10694,207,909,19.93,old
26471,Tunisia,Potatoes,1995,137059,207,909,19.22,old
26472,Tunisia,Sorghum,1995,4000,207,909,19.22,old
26473,Tunisia,Wheat,1995,12780,207,909,19.22,old
26474,Tunisia,Potatoes,1996,119469,207,909,18.88,old
26475,Tunisia,Sorghum,1996,4121,207,909,18.88,old
26476,Tunisia,Wheat,1996,16151,207,909,18.88,old
26477,Tunisia,Potatoes,1997,125652,207,909,19.54,old
26478,Tunisia,Sorghum,1997,4168,207,909,19.54,old
26479,Tunisia,Wheat,1997,11061,207,909,19.54,old
26480,Tunisia,Potatoes,1998,137850,207,868.44,19.19,old
26481,Tunisia,Sorghum,1998,4217,207,868.44,19.19,old
26482,Tunisia,Wheat,1998,14248,207,868.44,19.19,old
26483,Tunisia,Potatoes,1999,164103,207,827.87,19.97,old
26484,Tunisia,Sorghum,1999,4266,207,827.87,19.97,old
26485,Tunisia,Wheat,1999,14184,207,827.87,19.97,old
26486,Tunisia,Potatoes,2000,140097,207,787.31,19.76,old
26487,Tunisia,Sorghum,2000,4316,207,787.31,19.76,old
26488,Tunisia,Wheat,2000,11727,207,787.31,19.76,old
26489,Tunisia,Potatoes,2001,154930,207,746.75,20.04,medium
26490,Tunisia,Sorghum,2001,4366,207,746.75,20.04,medium
26491,Tunisia,Wheat,2001,20000,207,746.75,20.04,medium
26492,Tunisia,Potatoes,2002,140399,207,706.18,19.74,medium
26493,Tunisia,Sorghum,2002,4404,207,706.18,19.74,medium
26494,Tunisia,Wheat,2002,14144,207,706.18,19.74,medium
26495,Tunisia,Potatoes,2004,154959,207,625.06,19.37,medium
26496,Tunisia,Sorghum,2004,4504,207,625.06,19.37,medium
26497,Tunisia,Wheat,2004,16634,207,625.06,19.37,medium
26498,Tunisia,Potatoes,2005,123604,207,584.49,19.12,medium
26499,Tunisia,Sorghum,2005,4551,207,584.49,19.12,medium
26500,Tunisia,Wheat,2005,16918,207,584.49,19.12,medium
26501,Tunisia,Potatoes,2006,146586,207,543.93,19.82,medium
26502,Tunisia,Sorghum,2006,4599,207,543.93,19.82,medium
26503,Tunisia,Wheat,2006,14941,207,543.93,19.82,medium
26504,Tunisia,Potatoes,2007,145418,207,503.37,19.71,medium
26505,Tunisia,Sorghum,2007,4646,207,503.37,19.71,medium
26506,Tunisia,Wheat,2007,18762,207,503.37,19.71,medium
26507,Tunisia,Potatoes,2008,149194,207,462.8,19.76,medium
26508,Tunisia,Sorghum,2008,4691,207,462.8,19.76,medium
26509,Tunisia,Wheat,2008,17174,207,462.8,19.76,medium
26510,Tunisia,Potatoes,2009,144321,207,422.24,19.64,medium
26511,Tunisia,Sorghum,2009,4733,207,422.24,19.64,medium
26512,Tunisia,Wheat,2009,21038,207,422.24,19.64,medium
26513,Tunisia,Potatoes,2010,155462,207,422.24,19.76,medium
26514,Tunisia,Sorghum,2010,4773,207,422.24,19.76,medium
26515,Tunisia,Wheat,2010,18923,207,422.24,19.76,medium
26516,Tunisia,Potatoes,2011,148760,207,422.24,19.53,new
26517,Tunisia,Sorghum,2011,4810,207,422.24,19.53,new
26518,Tunisia,Wheat,2011,20791,207,422.24,19.53,new
26519,Tunisia,Potatoes,2012,150215,207,422.24,20.12,new
26520,Tunisia,Sorghum,2012,5106,207,422.24,20.12,new
26521,Tunisia,Wheat,2012,20203,207,422.24,20.12,new
26522,Tunisia,Potatoes,2013,160417,207,422.24,20,new
26523,Tunisia,Sorghum,2013,5106,207,422.24,20,new
26524,Tunisia,Wheat,2013,14614,207,422.24,20,new
26525,Turkey,Maize,1990,40803,593,29918,19.22,old
26526,Turkey,Maize,1990,40803,593,29918,10.51,old
26527,Turkey,Maize,1990,40803,593,29918,11.91,old
26528,Turkey,Maize,1990,40803,593,29918,14.01,old
26529,Turkey,Maize,1990,40803,593,29918,17.94,old
26530,Turkey,Potatoes,1990,224367,593,29918,19.22,old
26531,Turkey,Potatoes,1990,224367,593,29918,10.51,old
26532,Turkey,Potatoes,1990,224367,593,29918,11.91,old
26533,Turkey,Potatoes,1990,224367,593,29918,14.01,old
26534,Turkey,Potatoes,1990,224367,593,29918,17.94,old
26535,Turkey,"Rice, paddy",1990,49625,593,29918,19.22,old
26536,Turkey,"Rice, paddy",1990,49625,593,29918,10.51,old
26537,Turkey,"Rice, paddy",1990,49625,593,29918,11.91,old
26538,Turkey,"Rice, paddy",1990,49625,593,29918,14.01,old
26539,Turkey,"Rice, paddy",1990,49625,593,29918,17.94,old
26540,Turkey,Soybeans,1990,21892,593,29918,19.22,old
26541,Turkey,Soybeans,1990,21892,593,29918,10.51,old
26542,Turkey,Soybeans,1990,21892,593,29918,11.91,old
26543,Turkey,Soybeans,1990,21892,593,29918,14.01,old
26544,Turkey,Soybeans,1990,21892,593,29918,17.94,old
26545,Turkey,Wheat,1990,21227,593,29918,19.22,old
26546,Turkey,Wheat,1990,21227,593,29918,10.51,old
26547,Turkey,Wheat,1990,21227,593,29918,11.91,old
26548,Turkey,Wheat,1990,21227,593,29918,14.01,old
26549,Turkey,Wheat,1990,21227,593,29918,17.94,old
26550,Turkey,Maize,1991,42489,593,24343,18.94,old
26551,Turkey,Maize,1991,42489,593,24343,10.37,old
26552,Turkey,Maize,1991,42489,593,24343,11.2,old
26553,Turkey,Maize,1991,42489,593,24343,13.21,old
26554,Turkey,Maize,1991,42489,593,24343,17.04,old
26555,Turkey,Potatoes,1991,39530,593,24343,18.94,old
26556,Turkey,Potatoes,1991,39530,593,24343,10.37,old
26557,Turkey,Potatoes,1991,39530,593,24343,11.2,old
26558,Turkey,Potatoes,1991,39530,593,24343,13.21,old
26559,Turkey,Potatoes,1991,39530,593,24343,17.04,old
26560,Turkey,"Rice, paddy",1991,49505,593,24343,18.94,old
26561,Turkey,"Rice, paddy",1991,49505,593,24343,10.37,old
26562,Turkey,"Rice, paddy",1991,49505,593,24343,11.2,old
26563,Turkey,"Rice, paddy",1991,49505,593,24343,13.21,old
26564,Turkey,"Rice, paddy",1991,49505,593,24343,17.04,old
26565,Turkey,Soybeans,1991,22222,593,24343,18.94,old
26566,Turkey,Soybeans,1991,22222,593,24343,10.37,old
26567,Turkey,Soybeans,1991,22222,593,24343,11.2,old
26568,Turkey,Soybeans,1991,22222,593,24343,13.21,old
26569,Turkey,Soybeans,1991,22222,593,24343,17.04,old
26570,Turkey,Wheat,1991,21288,593,24343,18.94,old
26571,Turkey,Wheat,1991,21288,593,24343,10.37,old
26572,Turkey,Wheat,1991,21288,593,24343,11.2,old
26573,Turkey,Wheat,1991,21288,593,24343,13.21,old
26574,Turkey,Wheat,1991,21288,593,24343,17.04,old
26575,Turkey,Maize,1992,42427,593,27110,17.68,old
26576,Turkey,Maize,1992,42427,593,27110,9.06,old
26577,Turkey,Maize,1992,42427,593,27110,10.77,old
26578,Turkey,Maize,1992,42427,593,27110,13.01,old
26579,Turkey,Maize,1992,42427,593,27110,16.91,old
26580,Turkey,Potatoes,1992,39530,593,27110,17.68,old
26581,Turkey,Potatoes,1992,39530,593,27110,9.06,old
26582,Turkey,Potatoes,1992,39530,593,27110,10.77,old
26583,Turkey,Potatoes,1992,39530,593,27110,13.01,old
26584,Turkey,Potatoes,1992,39530,593,27110,16.91,old
26585,Turkey,"Rice, paddy",1992,50026,593,27110,17.68,old
26586,Turkey,"Rice, paddy",1992,50026,593,27110,9.06,old
26587,Turkey,"Rice, paddy",1992,50026,593,27110,10.77,old
26588,Turkey,"Rice, paddy",1992,50026,593,27110,13.01,old
26589,Turkey,"Rice, paddy",1992,50026,593,27110,16.91,old
26590,Turkey,Soybeans,1992,20652,593,27110,17.68,old
26591,Turkey,Soybeans,1992,20652,593,27110,9.06,old
26592,Turkey,Soybeans,1992,20652,593,27110,10.77,old
26593,Turkey,Soybeans,1992,20652,593,27110,13.01,old
26594,Turkey,Soybeans,1992,20652,593,27110,16.91,old
26595,Turkey,Wheat,1992,20405,593,27110,17.68,old
